rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0104	519.0	868.0	778.0	914.0	715.0	1630.0	750.0	736.0	256.0	150.0	1298.0	772.0	186.0	495.0	2409.0	3417.0	284.0	287.0	1046.0	933.0	1118.0	1376.0	794.0	1610.0	1637.0	1494.0	1452.0	1184.0	1399.0	1331.0	522.0	98.0	262.0	1114.0	513.0	497.0	1207.0	1592.0	193.0	73.0	840.0	1854.0	1013.0	1361.0	1772.0	625.0	280.0	602.0	750.0	691.0	302.0	1055.0	1391.0	1548.0	253.0	1810.0	591.0	696.0	470.0	620.0	1095.0	276.0	430.0	824.0	1317.0	618.0	1643.0	840.0	828.0	181.0	603.0	645.0	3487.0	178.0	69397.7	939506.0	1032806.41315
sub-0105	630.0	922.0	974.0	1055.0	838.0	1814.0	811.0	996.0	307.0	173.0	1362.0	765.0	360.0	611.0	2937.0	4654.0	555.0	402.0	1419.0	885.0	1170.0	1877.0	1145.0	1846.0	1711.0	1820.0	1681.0	1343.0	1974.0	1158.0	553.0	82.0	230.0	1292.0	515.0	633.0	1667.0	1826.0	270.0	173.0	907.0	2148.0	1189.0	1272.0	1877.0	803.0	476.0	754.0	859.0	888.0	474.0	1350.0	1392.0	1847.0	302.0	2115.0	654.0	696.0	504.0	929.0	1506.0	254.0	439.0	857.0	1397.0	772.0	1676.0	1172.0	1258.0	123.0	646.0	856.0	4494.0	213.0	82532.3	1156230.0	1368828.637901
sub-0106	696.0	780.0	1006.0	945.0	890.0	1814.0	972.0	1181.0	238.0	167.0	1435.0	923.0	223.0	679.0	2600.0	4421.0	358.0	428.0	1348.0	949.0	1350.0	1589.0	725.0	1950.0	2256.0	1778.0	1728.0	1205.0	1650.0	2141.0	556.0	443.0	287.0	1274.0	459.0	699.0	1656.0	1985.0	309.0	177.0	1044.0	1960.0	1430.0	1381.0	1963.0	741.0	478.0	792.0	1060.0	711.0	254.0	1488.0	1627.0	1919.0	256.0	2527.0	600.0	1004.0	523.0	680.0	1281.0	392.0	672.0	890.0	1402.0	690.0	1584.0	1097.0	830.0	151.0	787.0	1014.0	3730.0	227.0	83450.5	1137287.0	1260985.860422
sub-0107	584.0	707.0	756.0	1106.0	746.0	1673.0	704.0	820.0	274.0	202.0	1503.0	1020.0	206.0	699.0	2445.0	3886.0	343.0	574.0	1353.0	944.0	982.0	2035.0	864.0	1739.0	1529.0	1900.0	1523.0	1309.0	1382.0	1513.0	579.0	126.0	257.0	1176.0	487.0	668.0	1482.0	1705.0	208.0	137.0	950.0	2311.0	1044.0	1639.0	1675.0	829.0	305.0	704.0	940.0	735.0	213.0	1407.0	1627.0	1699.0	265.0	2086.0	814.0	694.0	450.0	638.0	1124.0	339.0	510.0	810.0	1349.0	830.0	1831.0	1215.0	693.0	22.0	689.0	985.0	3516.0	212.0	77298.9	1056153.0	1228666.712062
sub-0108	690.0	1034.0	874.0	974.0	807.0	2197.0	971.0	965.0	330.0	162.0	1357.0	965.0	358.0	573.0	2819.0	4746.0	533.0	428.0	1431.0	1342.0	1489.0	1547.0	632.0	1836.0	1930.0	1720.0	1454.0	1175.0	1553.0	1448.0	592.0	368.0	336.0	1516.0	589.0	603.0	1697.0	2452.0	266.0	220.0	885.0	2111.0	1284.0	1434.0	1933.0	1011.0	340.0	791.0	1026.0	768.0	280.0	1138.0	1657.0	1745.0	244.0	2322.0	615.0	966.0	538.0	549.0	1237.0	383.0	494.0	972.0	1246.0	803.0	1588.0	1051.0	790.0	110.0	753.0	983.0	5229.0	245.0	84500.5	1160164.0	1350177.045694
sub-0109	556.0	925.0	1112.0	1166.0	984.0	2878.0	1524.0	1361.0	522.0	225.0	1297.0	1041.0	396.0	877.0	3713.0	5108.0	406.0	490.0	2080.0	1032.0	1375.0	1832.0	965.0	2295.0	2440.0	1980.0	1962.0	1544.0	1878.0	1981.0	680.0	475.0	253.0	1477.0	764.0	727.0	1722.0	1948.0	323.0	252.0	1068.0	2252.0	1170.0	1341.0	2100.0	1151.0	500.0	845.0	1112.0	789.0	403.0	1653.0	1786.0	2041.0	315.0	3194.0	751.0	1066.0	509.0	675.0	1335.0	368.0	612.0	1092.0	1201.0	1128.0	2097.0	1466.0	1098.0	188.0	1300.0	787.0	4561.0	251.0	96767.8	1296342.0	1354077.331744
sub-0110	617.0	746.0	831.0	901.0	846.0	2172.0	802.0	1010.0	260.0	196.0	1334.0	896.0	269.0	640.0	2402.0	4234.0	405.0	480.0	1512.0	852.0	922.0	1920.0	792.0	1804.0	2065.0	1279.0	1693.0	1127.0	1942.0	1382.0	557.0	111.0	215.0	1186.0	488.0	523.0	1675.0	1915.0	323.0	96.0	857.0	2091.0	1155.0	1377.0	1976.0	898.0	447.0	810.0	990.0	818.0	355.0	1448.0	1311.0	1821.0	381.0	2261.0	687.0	818.0	461.0	678.0	1160.0	292.0	615.0	790.0	1382.0	756.0	1302.0	934.0	1089.0	198.0	901.0	862.0	3973.0	179.0	79493.9	1108490.0	1493648.760968
sub-0111	748.0	1018.0	956.0	1132.0	1027.0	2171.0	864.0	932.0	401.0	206.0	1448.0	1081.0	332.0	819.0	2898.0	5306.0	511.0	494.0	1661.0	1159.0	1754.0	1943.0	1011.0	2036.0	1736.0	1752.0	1716.0	1361.0	1749.0	2039.0	530.0	283.0	244.0	1348.0	593.0	685.0	2227.0	2533.0	265.0	308.0	987.0	2184.0	1269.0	1924.0	2043.0	970.0	371.0	770.0	1164.0	991.0	319.0	1723.0	1892.0	2272.0	285.0	2141.0	1063.0	664.0	717.0	918.0	1290.0	448.0	587.0	1203.0	1423.0	821.0	1954.0	1437.0	1021.0	312.0	1264.0	1295.0	4489.0	179.0	93667.9	1300482.0	1746985.631958
sub-0112	640.0	802.0	859.0	1115.0	715.0	1899.0	809.0	987.0	282.0	172.0	1320.0	1067.0	303.0	846.0	2477.0	4464.0	367.0	429.0	1343.0	855.0	1279.0	1753.0	775.0	1894.0	1814.0	1481.0	1458.0	1426.0	1689.0	1594.0	556.0	116.0	235.0	1310.0	682.0	589.0	1274.0	1713.0	311.0	385.0	912.0	1955.0	1122.0	1144.0	2045.0	745.0	416.0	724.0	1090.0	621.0	311.0	1125.0	1055.0	1740.0	275.0	1808.0	646.0	941.0	425.0	650.0	1259.0	349.0	489.0	947.0	1346.0	896.0	1757.0	967.0	1099.0	192.0	779.0	755.0	3982.0	226.0	78877.4	1085005.0	1342310.952564
sub-0113	511.0	978.0	1080.0	1272.0	653.0	1875.0	919.0	969.0	330.0	185.0	1581.0	1309.0	358.0	557.0	2797.0	4774.0	418.0	663.0	1720.0	1178.0	1195.0	2148.0	744.0	1724.0	1750.0	1660.0	1405.0	1753.0	1924.0	1794.0	534.0	393.0	285.0	1270.0	505.0	597.0	1506.0	1982.0	245.0	116.0	980.0	2198.0	1239.0	1389.0	2191.0	905.0	417.0	890.0	1029.0	581.0	456.0	1253.0	1426.0	1859.0	280.0	1653.0	545.0	1058.0	451.0	769.0	1634.0	328.0	428.0	908.0	1923.0	869.0	1629.0	1438.0	1145.0	176.0	801.0	872.0	4018.0	296.0	85694.2	1208236.0	1399792.77733
sub-0114	650.0	933.0	935.0	967.0	896.0	2221.0	1143.0	1179.0	426.0	297.0	2054.0	988.0	278.0	742.0	2850.0	4416.0	413.0	781.0	1866.0	1384.0	1185.0	2392.0	790.0	2075.0	2172.0	1593.0	1775.0	1440.0	1787.0	1836.0	633.0	209.0	273.0	1309.0	664.0	640.0	1805.0	2044.0	223.0	144.0	991.0	2786.0	1201.0	2135.0	2055.0	1108.0	404.0	857.0	1012.0	652.0	468.0	1437.0	1906.0	2005.0	408.0	2163.0	981.0	1398.0	501.0	664.0	1727.0	454.0	654.0	1014.0	1744.0	953.0	1784.0	995.0	1152.0	292.0	747.0	947.0	5171.0	254.0	93428.6	1240480.0	1533023.828853
sub-0115	568.0	907.0	891.0	1159.0	697.0	2251.0	1235.0	1034.0	444.0	209.0	1575.0	993.0	325.0	812.0	2911.0	4373.0	401.0	737.0	1804.0	1333.0	1084.0	1720.0	920.0	1802.0	1682.0	2027.0	1717.0	1312.0	1973.0	2084.0	508.0	344.0	314.0	1354.0	580.0	672.0	1913.0	2113.0	267.0	178.0	1029.0	2441.0	1323.0	1879.0	1991.0	884.0	416.0	869.0	1079.0	1008.0	252.0	1651.0	1736.0	2095.0	391.0	2437.0	759.0	1090.0	599.0	697.0	1078.0	427.0	565.0	942.0	1443.0	1134.0	1820.0	1220.0	1078.0	128.0	995.0	853.0	3772.0	233.0	89539.5	1205597.0	1433892.850141
sub-0116	521.0	806.0	826.0	916.0	730.0	1700.0	870.0	1046.0	281.0	188.0	1508.0	776.0	205.0	505.0	2893.0	4351.0	367.0	328.0	1398.0	861.0	957.0	1840.0	679.0	1562.0	1876.0	1322.0	1183.0	1084.0	1411.0	1296.0	518.0	359.0	194.0	1068.0	406.0	453.0	1239.0	1919.0	233.0	144.0	810.0	2500.0	1102.0	1685.0	1735.0	853.0	305.0	682.0	989.0	474.0	354.0	1276.0	1153.0	1836.0	371.0	1482.0	574.0	888.0	555.0	573.0	1297.0	295.0	493.0	726.0	1562.0	742.0	1321.0	1070.0	1000.0	160.0	639.0	781.0	4343.0	178.0	75621.8	1003763.0	1169503.2948
sub-0117	750.0	953.0	1033.0	983.0	805.0	2002.0	871.0	1108.0	396.0	191.0	1506.0	791.0	260.0	722.0	2958.0	4616.0	465.0	439.0	1520.0	972.0	1306.0	1938.0	756.0	1992.0	1895.0	1583.0	1459.0	1288.0	1454.0	1944.0	603.0	349.0	275.0	1249.0	687.0	637.0	1689.0	1998.0	268.0	262.0	917.0	2400.0	1322.0	1726.0	1908.0	1103.0	481.0	734.0	904.0	631.0	365.0	1154.0	1557.0	2240.0	337.0	2211.0	859.0	835.0	598.0	783.0	1499.0	250.0	654.0	1027.0	1319.0	841.0	1629.0	1073.0	1001.0	250.0	931.0	748.0	4002.0	146.0	85408.5	1122850.0	1258326.402802
sub-0118	668.0	1061.0	941.0	1094.0	672.0	2072.0	722.0	968.0	350.0	156.0	1401.0	883.0	227.0	723.0	2545.0	4965.0	448.0	574.0	1555.0	1035.0	1427.0	1780.0	1003.0	1910.0	1775.0	2167.0	1793.0	1476.0	1628.0	2135.0	607.0	235.0	273.0	1197.0	682.0	755.0	1449.0	2283.0	289.0	227.0	1011.0	2147.0	1342.0	1498.0	1938.0	1106.0	347.0	762.0	1007.0	811.0	300.0	1700.0	1367.0	2040.0	227.0	2465.0	609.0	1054.0	702.0	722.0	1530.0	280.0	578.0	985.0	1437.0	794.0	1962.0	1290.0	955.0	246.0	933.0	903.0	4775.0	182.0	88158.9	1136134.0	1517204.068982
sub-0119	522.0	582.0	852.0	947.0	629.0	1586.0	794.0	979.0	395.0	156.0	1191.0	733.0	315.0	558.0	2405.0	4090.0	350.0	350.0	1540.0	964.0	1137.0	1270.0	792.0	1562.0	2002.0	1925.0	1454.0	1115.0	1489.0	1550.0	561.0	102.0	181.0	1160.0	458.0	624.0	1609.0	1671.0	234.0	125.0	937.0	1914.0	1141.0	1353.0	1790.0	916.0	390.0	675.0	777.0	716.0	227.0	1349.0	1231.0	1550.0	312.0	2187.0	620.0	756.0	412.0	728.0	1111.0	312.0	447.0	649.0	1210.0	980.0	1572.0	966.0	643.0	157.0	760.0	999.0	3521.0	221.0	74490.9	973854.0	1142524.063905
sub-0120	853.0	1217.0	1239.0	1279.0	1045.0	2738.0	1202.0	1100.0	575.0	224.0	1624.0	1186.0	379.0	830.0	4062.0	5367.0	421.0	576.0	1964.0	1163.0	1545.0	2285.0	964.0	2559.0	2939.0	2438.0	2407.0	1859.0	2213.0	2446.0	651.0	595.0	278.0	1585.0	817.0	735.0	1945.0	2510.0	306.0	184.0	1052.0	2790.0	1516.0	2121.0	2601.0	1014.0	624.0	799.0	1162.0	963.0	346.0	1756.0	2317.0	2164.0	379.0	3361.0	1017.0	978.0	623.0	783.0	1561.0	464.0	662.0	1258.0	1726.0	1186.0	2716.0	1404.0	996.0	276.0	1144.0	1186.0	5638.0	226.0	109110.0	1479125.0	2021513.328619
sub-0121	631.0	772.0	751.0	891.0	705.0	1891.0	773.0	893.0	348.0	217.0	1526.0	843.0	292.0	364.0	2744.0	4150.0	380.0	630.0	2061.0	1329.0	1407.0	1847.0	694.0	1690.0	1890.0	1702.0	1607.0	1074.0	1523.0	1668.0	551.0	104.0	222.0	1163.0	498.0	484.0	2009.0	1975.0	216.0	114.0	859.0	2499.0	1354.0	1543.0	1706.0	692.0	423.0	758.0	1107.0	850.0	251.0	1054.0	1305.0	1429.0	479.0	2648.0	847.0	768.0	506.0	815.0	1308.0	253.0	502.0	783.0	1735.0	852.0	1664.0	1368.0	724.0	174.0	1241.0	1030.0	4332.0	186.0	82673.1	1163472.0	1291139.433065
sub-0122	781.0	1129.0	1027.0	1306.0	1203.0	2579.0	1312.0	1316.0	534.0	241.0	1984.0	1234.0	495.0	994.0	3733.0	4647.0	548.0	507.0	1714.0	1188.0	1872.0	2239.0	766.0	2215.0	2627.0	2240.0	2127.0	1904.0	2213.0	2409.0	762.0	490.0	303.0	1419.0	533.0	741.0	2127.0	2501.0	394.0	228.0	1054.0	2611.0	1352.0	2119.0	2312.0	1165.0	568.0	891.0	1152.0	672.0	313.0	1612.0	2554.0	2011.0	268.0	2909.0	691.0	1031.0	730.0	846.0	1973.0	563.0	623.0	1166.0	1976.0	1295.0	2885.0	1383.0	1416.0	210.0	1004.0	1320.0	4912.0	208.0	106381.0	1422809.0	1828096.093044
sub-0123	611.0	733.0	816.0	807.0	827.0	1853.0	774.0	879.0	364.0	228.0	1376.0	977.0	202.0	441.0	2860.0	4273.0	344.0	376.0	1786.0	1004.0	1017.0	2125.0	777.0	1640.0	1737.0	1382.0	1320.0	1202.0	1534.0	1524.0	550.0	281.0	238.0	1020.0	597.0	404.0	1628.0	2087.0	262.0	122.0	816.0	2157.0	1101.0	1668.0	1753.0	855.0	348.0	703.0	812.0	590.0	314.0	1262.0	1512.0	1799.0	102.0	1902.0	723.0	838.0	737.0	712.0	1223.0	258.0	498.0	1064.0	1384.0	747.0	1387.0	1052.0	981.0	170.0	775.0	940.0	4359.0	190.0	78709.2	1056703.0	1202245.538042
sub-0124	679.0	1073.0	1079.0	1423.0	1034.0	2222.0	918.0	1052.0	314.0	207.0	1359.0	1065.0	332.0	756.0	2920.0	5188.0	393.0	422.0	1514.0	920.0	2009.0	1568.0	962.0	1780.0	2417.0	1713.0	1718.0	1480.0	2061.0	1893.0	586.0	405.0	342.0	1584.0	537.0	815.0	1472.0	2145.0	282.0	74.0	1010.0	2069.0	1257.0	1451.0	2281.0	873.0	380.0	879.0	1198.0	835.0	277.0	1612.0	2061.0	2347.0	459.0	2160.0	568.0	965.0	529.0	830.0	1443.0	359.0	420.0	1002.0	1618.0	924.0	1852.0	1624.0	833.0	319.0	946.0	824.0	5072.0	286.0	92277.9	1299341.0	1345933.806232
sub-0125	704.0	618.0	918.0	935.0	905.0	2335.0	1014.0	1224.0	453.0	201.0	1721.0	802.0	255.0	584.0	3141.0	4826.0	556.0	450.0	1318.0	904.0	1059.0	2290.0	988.0	2272.0	1858.0	1927.0	2262.0	1409.0	1965.0	1725.0	672.0	222.0	286.0	1667.0	660.0	621.0	1644.0	2317.0	276.0	124.0	912.0	2089.0	1467.0	1724.0	2009.0	1037.0	374.0	886.0	1000.0	953.0	232.0	1397.0	2077.0	1942.0	260.0	2381.0	537.0	727.0	286.0	735.0	1192.0	369.0	723.0	1070.0	1987.0	1278.0	1696.0	1237.0	1136.0	332.0	962.0	758.0	4542.0	251.0	90665.1	1159048.0	1224828.909355
sub-0126	745.0	1034.0	971.0	1047.0	930.0	1888.0	767.0	757.0	312.0	185.0	1480.0	957.0	184.0	765.0	2274.0	4006.0	368.0	519.0	1668.0	1040.0	1204.0	1661.0	781.0	1847.0	2056.0	1784.0	1796.0	1243.0	1470.0	1827.0	536.0	101.0	222.0	1178.0	556.0	545.0	1696.0	1939.0	284.0	124.0	901.0	2347.0	1382.0	1776.0	1761.0	953.0	424.0	785.0	892.0	919.0	364.0	1177.0	1659.0	1949.0	417.0	1885.0	859.0	872.0	566.0	679.0	1161.0	384.0	492.0	859.0	1394.0	924.0	1752.0	1232.0	845.0	222.0	1079.0	1066.0	3396.0	210.0	82336.5	1126415.0	1323515.101947
sub-0127	579.0	670.0	829.0	919.0	812.0	1848.0	851.0	837.0	301.0	194.0	1281.0	776.0	259.0	864.0	2370.0	4201.0	481.0	393.0	1185.0	961.0	948.0	1779.0	601.0	1554.0	1633.0	1584.0	1586.0	1020.0	1521.0	1492.0	507.0	64.0	211.0	1061.0	436.0	415.0	1519.0	1659.0	237.0	175.0	889.0	1831.0	1109.0	1627.0	1592.0	848.0	333.0	667.0	822.0	525.0	282.0	1448.0	1090.0	1863.0	241.0	1849.0	502.0	1001.0	486.0	742.0	1248.0	368.0	452.0	795.0	1294.0	714.0	1393.0	1066.0	994.0	227.0	594.0	776.0	3392.0	242.0	73913.3	1000164.0	991839.91259
sub-0128	599.0	903.0	846.0	986.0	743.0	2208.0	856.0	979.0	407.0	193.0	1332.0	878.0	307.0	668.0	2395.0	4046.0	423.0	580.0	1356.0	1003.0	1208.0	1534.0	827.0	1749.0	2029.0	1710.0	1559.0	1119.0	1439.0	1562.0	580.0	152.0	272.0	1234.0	572.0	419.0	1443.0	1829.0	313.0	208.0	863.0	2191.0	1179.0	1384.0	1854.0	734.0	412.0	773.0	1027.0	729.0	301.0	1205.0	1462.0	1852.0	267.0	1987.0	548.0	781.0	377.0	635.0	1159.0	175.0	532.0	837.0	1461.0	923.0	1491.0	1112.0	732.0	322.0	702.0	788.0	4386.0	228.0	78878.5	1053916.0	1228805.663373
sub-0129	845.0	931.0	995.0	953.0	871.0	2122.0	886.0	884.0	429.0	174.0	1458.0	841.0	296.0	734.0	3146.0	5261.0	441.0	449.0	1466.0	950.0	1385.0	1935.0	935.0	2003.0	2484.0	1519.0	1760.0	1263.0	1673.0	1731.0	607.0	383.0	256.0	1287.0	494.0	713.0	2000.0	2239.0	296.0	291.0	926.0	2453.0	1262.0	1346.0	1929.0	1053.0	354.0	832.0	1032.0	780.0	343.0	1195.0	1747.0	2472.0	251.0	2465.0	546.0	876.0	624.0	805.0	1414.0	282.0	708.0	1082.0	1374.0	803.0	1578.0	1288.0	1031.0	87.0	1133.0	933.0	4657.0	274.0	89324.3	1210188.0	1294279.684841
sub-0130	606.0	888.0	740.0	877.0	588.0	1746.0	699.0	693.0	339.0	180.0	1223.0	820.0	293.0	725.0	2041.0	4210.0	363.0	524.0	1380.0	985.0	918.0	2064.0	655.0	1691.0	1769.0	1560.0	1758.0	1196.0	1556.0	1933.0	499.0	131.0	226.0	1035.0	504.0	533.0	1587.0	1733.0	155.0	210.0	875.0	2059.0	1124.0	1338.0	1763.0	768.0	343.0	628.0	840.0	506.0	325.0	1112.0	1370.0	1822.0	234.0	2370.0	653.0	648.0	435.0	469.0	1118.0	258.0	495.0	876.0	1320.0	643.0	1690.0	1137.0	827.0	149.0	915.0	860.0	3650.0	212.0	75466.0	995249.0	1140354.943908
sub-0131	701.0	902.0	906.0	1081.0	803.0	2042.0	982.0	1196.0	400.0	244.0	1630.0	950.0	396.0	528.0	3021.0	4997.0	454.0	614.0	1425.0	1000.0	1007.0	2172.0	809.0	2129.0	2258.0	1548.0	1617.0	1522.0	1895.0	2046.0	619.0	461.0	275.0	1279.0	784.0	635.0	1956.0	2112.0	269.0	149.0	966.0	2347.0	1233.0	2135.0	2360.0	865.0	521.0	856.0	917.0	1094.0	441.0	1324.0	1764.0	1825.0	165.0	2523.0	572.0	893.0	460.0	678.0	1299.0	391.0	592.0	999.0	1316.0	1165.0	1757.0	1114.0	1379.0	302.0	936.0	1200.0	4605.0	233.0	91041.6	1261640.0	1549175.205159
sub-0132	617.0	751.0	1058.0	795.0	806.0	1862.0	902.0	826.0	328.0	149.0	1373.0	876.0	289.0	457.0	2721.0	3813.0	308.0	552.0	1423.0	977.0	999.0	1695.0	677.0	1599.0	2150.0	1614.0	1559.0	1106.0	1432.0	1762.0	528.0	111.0	214.0	1153.0	608.0	472.0	1516.0	1933.0	277.0	109.0	836.0	2017.0	1157.0	1178.0	1763.0	1013.0	387.0	594.0	745.0	571.0	356.0	1382.0	1458.0	1743.0	199.0	2342.0	665.0	812.0	584.0	638.0	1113.0	366.0	450.0	889.0	1453.0	834.0	1775.0	1130.0	863.0	315.0	766.0	922.0	3816.0	224.0	77752.1	999574.0	1050497.245751
sub-0133	863.0	1036.0	974.0	970.0	985.0	2246.0	1025.0	986.0	438.0	241.0	1395.0	1036.0	294.0	529.0	3056.0	4530.0	311.0	551.0	1522.0	986.0	1457.0	2092.0	873.0	2017.0	2316.0	1581.0	1881.0	1280.0	2007.0	1854.0	669.0	96.0	237.0	1226.0	603.0	548.0	1990.0	1866.0	276.0	166.0	932.0	2331.0	1505.0	1717.0	1993.0	906.0	395.0	735.0	846.0	954.0	417.0	1513.0	1925.0	2015.0	230.0	2684.0	639.0	1102.0	763.0	940.0	1501.0	414.0	485.0	1205.0	1639.0	905.0	2164.0	1365.0	977.0	254.0	923.0	1028.0	4893.0	210.0	91516.2	1155186.0	1386889.12052
sub-0134	604.0	884.0	900.0	879.0	826.0	2067.0	728.0	849.0	307.0	174.0	1488.0	954.0	383.0	880.0	2396.0	4223.0	360.0	624.0	1593.0	878.0	1324.0	2041.0	906.0	2003.0	1672.0	1372.0	1561.0	1167.0	1404.0	1790.0	688.0	123.0	273.0	1150.0	510.0	560.0	1368.0	1612.0	230.0	205.0	909.0	2350.0	1286.0	1786.0	1842.0	858.0	402.0	701.0	986.0	845.0	384.0	1489.0	1046.0	1609.0	273.0	1847.0	844.0	774.0	377.0	759.0	1307.0	376.0	555.0	988.0	1906.0	951.0	1463.0	1090.0	761.0	275.0	885.0	877.0	3564.0	199.0	80520.8	1114821.0	1128558.055114
sub-0135	731.0	875.0	881.0	1089.0	788.0	2521.0	1131.0	1149.0	417.0	225.0	1419.0	960.0	289.0	538.0	2734.0	4501.0	420.0	592.0	1548.0	1032.0	1676.0	1811.0	777.0	2267.0	2215.0	2154.0	1590.0	1369.0	1732.0	1535.0	616.0	151.0	216.0	1345.0	720.0	680.0	1577.0	2026.0	249.0	188.0	918.0	1947.0	1519.0	1277.0	1947.0	849.0	469.0	753.0	911.0	553.0	197.0	1246.0	1683.0	2022.0	504.0	2363.0	499.0	730.0	465.0	809.0	1563.0	395.0	509.0	1164.0	1619.0	1069.0	1734.0	1170.0	998.0	304.0	748.0	1046.0	4143.0	224.0	87079.8	1173922.0	1560089.559788
sub-0136	756.0	810.0	784.0	1009.0	781.0	1949.0	916.0	895.0	332.0	226.0	1632.0	1150.0	312.0	716.0	2942.0	4852.0	491.0	401.0	1756.0	1023.0	1115.0	2022.0	692.0	1828.0	1869.0	1446.0	1203.0	1288.0	1523.0	1536.0	566.0	288.0	235.0	1298.0	598.0	657.0	1629.0	2202.0	214.0	136.0	782.0	2359.0	1066.0	1793.0	1899.0	909.0	377.0	791.0	960.0	500.0	388.0	1679.0	1399.0	1803.0	208.0	1770.0	634.0	917.0	611.0	828.0	1314.0	289.0	541.0	1017.0	1626.0	866.0	1305.0	1157.0	967.0	209.0	741.0	877.0	4794.0	183.0	83636.8	1150253.0	1416240.167867
sub-0137	497.0	971.0	803.0	1037.0	925.0	2265.0	752.0	1055.0	408.0	195.0	1325.0	975.0	298.0	777.0	2570.0	5031.0	411.0	367.0	1587.0	801.0	1288.0	1988.0	943.0	1748.0	2469.0	1683.0	1571.0	1117.0	1496.0	1863.0	585.0	146.0	204.0	1216.0	530.0	686.0	1406.0	2099.0	309.0	188.0	976.0	2229.0	1141.0	1644.0	1851.0	803.0	363.0	631.0	979.0	403.0	219.0	1439.0	1354.0	2021.0	243.0	2372.0	622.0	759.0	508.0	429.0	1355.0	365.0	417.0	969.0	1487.0	934.0	1628.0	982.0	757.0	162.0	800.0	825.0	4688.0	261.0	83199.6	1157269.0	1311678.877331
sub-0138	652.0	1135.0	1039.0	863.0	876.0	1985.0	919.0	1019.0	313.0	159.0	1425.0	847.0	234.0	718.0	3309.0	4955.0	351.0	338.0	1440.0	1088.0	1616.0	1954.0	879.0	1825.0	2029.0	1596.0	1973.0	1366.0	1544.0	1882.0	666.0	170.0	223.0	1115.0	425.0	550.0	1480.0	1872.0	276.0	244.0	883.0	2231.0	1150.0	1458.0	1688.0	905.0	305.0	709.0	936.0	668.0	321.0	1458.0	1356.0	2188.0	250.0	2234.0	568.0	858.0	504.0	751.0	1319.0	336.0	612.0	957.0	1861.0	1039.0	1754.0	964.0	997.0	172.0	891.0	740.0	3729.0	209.0	84350.3	1113304.0	1262080.962009
sub-0139	628.0	786.0	914.0	974.0	871.0	2062.0	784.0	834.0	283.0	186.0	1465.0	876.0	238.0	464.0	2690.0	4206.0	311.0	340.0	1571.0	1087.0	1080.0	1950.0	820.0	1892.0	1998.0	1448.0	1579.0	1213.0	1559.0	1472.0	500.0	58.0	194.0	1221.0	572.0	470.0	1746.0	1913.0	231.0	172.0	826.0	2414.0	1019.0	1629.0	2023.0	822.0	312.0	725.0	827.0	678.0	367.0	1496.0	1574.0	1397.0	200.0	2588.0	707.0	1152.0	463.0	730.0	982.0	318.0	518.0	999.0	1332.0	749.0	1331.0	1206.0	721.0	139.0	775.0	779.0	4420.0	146.0	80025.4	1034354.0	1196970.534904
