lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0104	640.0	910.0	821.0	851.0	366.0	1141.0	850.0	760.0	276.0	198.0	1199.0	852.0	218.0	489.0	2097.0	4529.0	352.0	313.0	1007.0	841.0	1115.0	1439.0	810.0	1388.0	1252.0	1902.0	1549.0	1100.0	1118.0	1299.0	599.0	395.0	276.0	1160.0	383.0	745.0	1332.0	1456.0	186.0	143.0	722.0	1168.0	925.0	1524.0	1575.0	591.0	278.0	789.0	1002.0	593.0	249.0	1307.0	704.0	1595.0	70.0	1884.0	498.0	870.0	411.0	596.0	1085.0	273.0	428.0	897.0	1267.0	534.0	1786.0	1080.0	763.0	345.0	558.0	934.0	3140.0	273.0	69070.1	939506.0	1032806.41315
sub-0105	847.0	1053.0	985.0	1050.0	435.0	1351.0	797.0	889.0	313.0	204.0	1165.0	764.0	313.0	811.0	2944.0	5171.0	448.0	435.0	1161.0	705.0	1047.0	1877.0	1268.0	1624.0	1585.0	1994.0	1671.0	1603.0	1796.0	1244.0	577.0	440.0	310.0	1440.0	474.0	956.0	1689.0	1710.0	173.0	220.0	805.0	1373.0	1101.0	1407.0	2273.0	591.0	328.0	963.0	1094.0	816.0	384.0	1435.0	979.0	1943.0	230.0	2113.0	705.0	657.0	490.0	615.0	1413.0	386.0	385.0	891.0	1468.0	722.0	2029.0	1000.0	1031.0	563.0	357.0	1075.0	3859.0	250.0	81266.9	1156230.0	1368828.637901
sub-0106	780.0	983.0	1164.0	837.0	503.0	1220.0	780.0	928.0	477.0	165.0	1269.0	866.0	274.0	872.0	3163.0	5214.0	447.0	451.0	1343.0	1016.0	1206.0	1719.0	742.0	1721.0	2068.0	2026.0	2373.0	1336.0	1556.0	2062.0	691.0	136.0	340.0	1565.0	425.0	886.0	1728.0	1960.0	211.0	272.0	886.0	1410.0	1196.0	1438.0	2020.0	695.0	380.0	965.0	1194.0	706.0	263.0	1566.0	989.0	2000.0	165.0	2555.0	603.0	882.0	535.0	659.0	1352.0	286.0	513.0	981.0	1633.0	759.0	1875.0	982.0	976.0	400.0	875.0	1120.0	3542.0	227.0	84397.9	1137287.0	1260985.860422
sub-0107	688.0	1134.0	810.0	1074.0	603.0	1406.0	841.0	840.0	306.0	192.0	1262.0	1133.0	314.0	929.0	2592.0	3729.0	401.0	367.0	1451.0	885.0	869.0	1886.0	861.0	1463.0	1807.0	1682.0	2006.0	1305.0	1320.0	1666.0	592.0	498.0	234.0	1205.0	384.0	566.0	1731.0	1825.0	227.0	301.0	680.0	1403.0	1094.0	1526.0	1844.0	592.0	327.0	796.0	1106.0	730.0	265.0	1713.0	828.0	1583.0	286.0	1772.0	880.0	803.0	542.0	537.0	1121.0	208.0	472.0	768.0	1421.0	757.0	1708.0	987.0	833.0	377.0	627.0	1249.0	3786.0	244.0	77249.7	1056153.0	1228666.712062
sub-0108	891.0	1306.0	1002.0	1005.0	567.0	1678.0	936.0	908.0	394.0	163.0	1402.0	1011.0	303.0	801.0	2993.0	5154.0	421.0	408.0	1779.0	1159.0	1299.0	1609.0	751.0	1826.0	1704.0	1882.0	1747.0	1446.0	1576.0	1566.0	726.0	83.0	365.0	1612.0	624.0	579.0	2381.0	2222.0	287.0	129.0	728.0	1451.0	1240.0	1573.0	1869.0	815.0	354.0	959.0	1184.0	765.0	303.0	1229.0	1094.0	1735.0	184.0	1804.0	737.0	893.0	630.0	526.0	1337.0	297.0	468.0	1004.0	1509.0	837.0	1574.0	1040.0	837.0	465.0	759.0	1270.0	4813.0	248.0	85226.0	1160164.0	1350177.045694
sub-0109	969.0	1294.0	965.0	922.0	479.0	2003.0	1201.0	1187.0	567.0	211.0	1182.0	1095.0	420.0	1122.0	3467.0	6342.0	449.0	531.0	1658.0	883.0	1291.0	1881.0	809.0	2139.0	1955.0	2432.0	2492.0	1597.0	1957.0	2205.0	694.0	726.0	389.0	1311.0	731.0	897.0	2017.0	1778.0	268.0	278.0	903.0	1200.0	1086.0	1319.0	2296.0	806.0	488.0	1013.0	1291.0	803.0	371.0	2079.0	1362.0	2790.0	262.0	2733.0	597.0	896.0	437.0	860.0	1475.0	479.0	521.0	1352.0	1434.0	882.0	2358.0	1353.0	941.0	450.0	934.0	1247.0	4721.0	347.0	96876.3	1296342.0	1354077.331744
sub-0110	744.0	1086.0	931.0	859.0	484.0	1496.0	748.0	1011.0	404.0	200.0	1252.0	800.0	359.0	1145.0	2412.0	5023.0	393.0	478.0	1516.0	844.0	955.0	1923.0	993.0	1652.0	1453.0	2052.0	1982.0	1370.0	1459.0	1705.0	636.0	397.0	362.0	1163.0	469.0	499.0	1904.0	1651.0	349.0	275.0	702.0	1486.0	1197.0	1209.0	1960.0	779.0	338.0	901.0	1169.0	781.0	396.0	1562.0	969.0	1839.0	61.0	2017.0	546.0	714.0	677.0	548.0	1442.0	316.0	590.0	945.0	1275.0	700.0	1810.0	990.0	801.0	512.0	606.0	1020.0	3681.0	299.0	80270.4	1108490.0	1493648.760968
sub-0111	852.0	1449.0	951.0	1106.0	668.0	1618.0	996.0	827.0	458.0	301.0	1424.0	996.0	361.0	876.0	3015.0	5856.0	536.0	596.0	1747.0	828.0	1566.0	2228.0	1022.0	1626.0	1986.0	1969.0	1755.0	1523.0	1953.0	2213.0	746.0	538.0	204.0	1297.0	489.0	668.0	2235.0	2406.0	296.0	268.0	749.0	1486.0	1184.0	1999.0	2152.0	760.0	469.0	899.0	1271.0	909.0	356.0	1896.0	1038.0	2174.0	144.0	2294.0	875.0	950.0	687.0	899.0	1299.0	341.0	501.0	1042.0	1199.0	760.0	2041.0	1125.0	1409.0	495.0	1129.0	1404.0	5291.0	291.0	93967.9	1300482.0	1746985.631958
sub-0112	877.0	946.0	955.0	1038.0	546.0	1295.0	746.0	759.0	415.0	215.0	1221.0	782.0	315.0	719.0	2835.0	4839.0	481.0	461.0	1124.0	751.0	1054.0	1740.0	812.0	1655.0	1494.0	2241.0	1813.0	1362.0	1575.0	1607.0	619.0	204.0	424.0	1384.0	402.0	841.0	1226.0	1642.0	169.0	236.0	871.0	1158.0	1067.0	1605.0	2032.0	615.0	406.0	931.0	1170.0	563.0	299.0	1409.0	831.0	2126.0	219.0	2121.0	455.0	824.0	526.0	583.0	1203.0	159.0	469.0	981.0	1193.0	804.0	1778.0	1310.0	881.0	564.0	698.0	896.0	3941.0	324.0	78832.1	1085005.0	1342310.952564
sub-0113	822.0	1122.0	1070.0	1133.0	484.0	1659.0	875.0	1051.0	404.0	212.0	1355.0	1037.0	392.0	849.0	3049.0	5633.0	433.0	429.0	1832.0	887.0	1343.0	1548.0	852.0	1771.0	2042.0	1642.0	1782.0	1400.0	1880.0	1889.0	701.0	494.0	278.0	1178.0	651.0	525.0	1933.0	2031.0	211.0	297.0	633.0	1386.0	1247.0	1381.0	2178.0	850.0	317.0	998.0	1329.0	677.0	312.0	1576.0	840.0	2105.0	151.0	1955.0	626.0	1012.0	777.0	905.0	1528.0	269.0	395.0	943.0	1527.0	758.0	1541.0	1315.0	1039.0	427.0	690.0	1473.0	4401.0	166.0	86903.3	1208236.0	1399792.77733
sub-0114	908.0	1207.0	1052.0	1042.0	525.0	1780.0	1025.0	1081.0	443.0	278.0	1803.0	882.0	291.0	822.0	3397.0	4592.0	456.0	518.0	2036.0	1306.0	1150.0	2669.0	832.0	1878.0	2296.0	2186.0	1874.0	1574.0	1855.0	1939.0	672.0	280.0	402.0	1443.0	506.0	660.0	1754.0	2021.0	225.0	316.0	805.0	1584.0	1140.0	2369.0	2379.0	857.0	383.0	1033.0	1292.0	630.0	473.0	1322.0	1086.0	1936.0	257.0	2413.0	1070.0	1247.0	845.0	639.0	1476.0	336.0	519.0	1070.0	1797.0	1266.0	1796.0	1268.0	974.0	676.0	732.0	1244.0	4955.0	337.0	94184.0	1240480.0	1533023.828853
sub-0115	937.0	1323.0	898.0	1160.0	460.0	1716.0	889.0	947.0	445.0	193.0	1314.0	978.0	330.0	694.0	3186.0	5548.0	480.0	491.0	1288.0	1228.0	1140.0	1687.0	991.0	1605.0	1950.0	2515.0	2435.0	1512.0	1678.0	2059.0	580.0	428.0	471.0	1709.0	436.0	712.0	1759.0	1668.0	187.0	214.0	763.0	1571.0	1326.0	1632.0	2045.0	870.0	367.0	1162.0	1229.0	791.0	348.0	1529.0	1062.0	2304.0	548.0	2383.0	692.0	745.0	531.0	437.0	1599.0	359.0	516.0	1025.0	1188.0	762.0	2050.0	1560.0	864.0	396.0	1019.0	1156.0	3806.0	322.0	89200.3	1205597.0	1433892.850141
sub-0116	702.0	870.0	872.0	992.0	587.0	1370.0	740.0	818.0	292.0	181.0	1499.0	822.0	193.0	439.0	2913.0	4506.0	362.0	399.0	1048.0	840.0	1063.0	2162.0	761.0	1434.0	1675.0	1700.0	1366.0	1272.0	1402.0	1503.0	608.0	535.0	240.0	1162.0	392.0	654.0	1187.0	1636.0	199.0	140.0	660.0	1326.0	1052.0	1939.0	1798.0	733.0	290.0	802.0	1083.0	414.0	300.0	1054.0	1045.0	2094.0	344.0	1677.0	558.0	848.0	578.0	532.0	1380.0	231.0	446.0	834.0	1467.0	565.0	1428.0	1038.0	937.0	554.0	644.0	1214.0	3543.0	213.0	75157.2	1003763.0	1169503.2948
sub-0117	891.0	1020.0	1120.0	985.0	529.0	1573.0	1108.0	936.0	494.0	187.0	1415.0	880.0	316.0	829.0	2982.0	5616.0	465.0	537.0	1583.0	895.0	1349.0	1884.0	895.0	1670.0	1388.0	1943.0	2322.0	1479.0	1602.0	2098.0	638.0	456.0	289.0	1550.0	480.0	761.0	1808.0	1771.0	248.0	347.0	791.0	1461.0	1104.0	1752.0	2038.0	871.0	375.0	883.0	1187.0	666.0	328.0	1427.0	919.0	1935.0	124.0	2310.0	958.0	903.0	602.0	628.0	1394.0	244.0	517.0	948.0	1396.0	830.0	1807.0	975.0	798.0	424.0	725.0	820.0	4369.0	212.0	86055.0	1122850.0	1258326.402802
sub-0118	872.0	1362.0	1010.0	1197.0	450.0	1581.0	839.0	960.0	408.0	193.0	1321.0	864.0	301.0	698.0	3047.0	4796.0	481.0	441.0	1802.0	1108.0	1444.0	2041.0	881.0	1742.0	2038.0	2334.0	2330.0	1336.0	1872.0	1978.0	574.0	421.0	302.0	1609.0	659.0	906.0	1731.0	2081.0	223.0	243.0	859.0	1448.0	1145.0	1577.0	2049.0	915.0	379.0	867.0	1083.0	842.0	373.0	1496.0	1160.0	2194.0	155.0	2254.0	970.0	1009.0	517.0	710.0	1392.0	274.0	452.0	1157.0	1647.0	719.0	1670.0	1111.0	1121.0	604.0	754.0	1168.0	4317.0	232.0	89095.2	1136134.0	1517204.068982
sub-0119	770.0	945.0	890.0	940.0	457.0	1284.0	700.0	800.0	415.0	149.0	1234.0	909.0	246.0	734.0	2673.0	4329.0	387.0	420.0	1173.0	896.0	1000.0	1565.0	891.0	1403.0	1674.0	1881.0	2018.0	1201.0	1450.0	1527.0	623.0	96.0	245.0	1215.0	482.0	666.0	1781.0	1556.0	217.0	229.0	751.0	1283.0	1075.0	1316.0	1956.0	716.0	281.0	780.0	1102.0	677.0	220.0	1049.0	765.0	1803.0	150.0	2197.0	758.0	804.0	473.0	687.0	1298.0	167.0	437.0	629.0	1201.0	641.0	1771.0	955.0	854.0	340.0	654.0	1010.0	3593.0	345.0	74803.2	973854.0	1142524.063905
sub-0120	965.0	1410.0	1126.0	1532.0	582.0	2091.0	1173.0	1260.0	614.0	245.0	1518.0	1225.0	309.0	1008.0	3861.0	6671.0	558.0	586.0	2067.0	1071.0	1362.0	2262.0	1316.0	2141.0	2289.0	2070.0	3155.0	1886.0	2045.0	2295.0	744.0	442.0	446.0	1592.0	567.0	677.0	2761.0	2265.0	314.0	266.0	868.0	1628.0	1557.0	2042.0	2400.0	782.0	510.0	991.0	1559.0	1022.0	330.0	2084.0	1280.0	2564.0	179.0	3145.0	801.0	829.0	644.0	947.0	1400.0	290.0	600.0	1200.0	1814.0	1030.0	2987.0	1574.0	990.0	673.0	1037.0	1620.0	4648.0	444.0	107232.0	1479125.0	2021513.328619
sub-0121	722.0	1131.0	938.0	938.0	407.0	1703.0	1021.0	822.0	407.0	198.0	1551.0	787.0	303.0	607.0	2791.0	4102.0	475.0	420.0	1552.0	1085.0	1218.0	2183.0	630.0	1536.0	2114.0	1814.0	2154.0	1304.0	1499.0	1669.0	631.0	357.0	227.0	1360.0	530.0	629.0	1931.0	1979.0	210.0	175.0	680.0	1407.0	1121.0	1628.0	1958.0	632.0	328.0	893.0	1272.0	693.0	337.0	1176.0	825.0	1714.0	102.0	2094.0	743.0	987.0	548.0	573.0	1563.0	198.0	409.0	755.0	1442.0	704.0	1858.0	986.0	810.0	420.0	928.0	1171.0	4814.0	223.0	82103.7	1163472.0	1291139.433065
sub-0122	1135.0	1133.0	980.0	1369.0	653.0	1874.0	942.0	941.0	717.0	321.0	1573.0	1095.0	363.0	978.0	4504.0	6270.0	513.0	592.0	1604.0	1169.0	1557.0	2306.0	707.0	1951.0	2077.0	3097.0	3341.0	1843.0	2012.0	2395.0	789.0	376.0	514.0	1641.0	615.0	1075.0	2367.0	2222.0	188.0	305.0	1059.0	1770.0	1380.0	2208.0	2103.0	742.0	448.0	1137.0	1345.0	810.0	437.0	2145.0	1383.0	2482.0	131.0	2431.0	949.0	985.0	391.0	825.0	1841.0	357.0	586.0	1201.0	1859.0	1013.0	2987.0	1125.0	1198.0	448.0	1234.0	1519.0	4404.0	427.0	105464.0	1422809.0	1828096.093044
sub-0123	1095.0	1229.0	898.0	1078.0	524.0	1559.0	826.0	851.0	385.0	214.0	1339.0	772.0	239.0	475.0	3204.0	4186.0	468.0	433.0	1645.0	843.0	1125.0	2248.0	849.0	1492.0	1340.0	1392.0	1591.0	1262.0	1502.0	1655.0	567.0	194.0	290.0	1174.0	418.0	403.0	1635.0	1868.0	214.0	221.0	641.0	1327.0	1077.0	1764.0	1970.0	722.0	313.0	952.0	1004.0	603.0	330.0	1282.0	939.0	2072.0	212.0	1750.0	669.0	918.0	745.0	573.0	1387.0	239.0	338.0	983.0	1160.0	720.0	1612.0	1153.0	1010.0	494.0	647.0	939.0	4228.0	296.0	78769.0	1056703.0	1202245.538042
sub-0124	1115.0	1572.0	1185.0	1323.0	547.0	1694.0	990.0	1002.0	406.0	193.0	1280.0	1054.0	262.0	632.0	4182.0	5098.0	490.0	441.0	1461.0	925.0	1830.0	1643.0	1022.0	1690.0	2298.0	2014.0	1871.0	1656.0	1835.0	1645.0	733.0	579.0	456.0	1663.0	443.0	709.0	1926.0	1809.0	220.0	234.0	844.0	1437.0	1295.0	1545.0	2469.0	842.0	415.0	1064.0	1269.0	671.0	358.0	1807.0	1541.0	2253.0	520.0	2372.0	674.0	780.0	564.0	588.0	1488.0	238.0	469.0	1232.0	1257.0	707.0	2018.0	1439.0	728.0	470.0	802.0	1488.0	4457.0	276.0	92507.9	1299341.0	1345933.806232
sub-0125	813.0	1106.0	1040.0	1036.0	396.0	1637.0	1120.0	1114.0	467.0	184.0	1544.0	915.0	378.0	834.0	3522.0	5307.0	442.0	465.0	1509.0	1102.0	1348.0	1966.0	1138.0	1917.0	1516.0	2125.0	2262.0	1510.0	1744.0	2103.0	796.0	276.0	328.0	1518.0	587.0	654.0	1781.0	1963.0	186.0	229.0	776.0	1308.0	1349.0	1418.0	2112.0	842.0	379.0	964.0	1127.0	822.0	312.0	1811.0	1034.0	2375.0	195.0	1965.0	729.0	918.0	406.0	652.0	1514.0	243.0	586.0	1200.0	1721.0	892.0	2250.0	1100.0	958.0	571.0	666.0	1276.0	4430.0	196.0	89973.4	1159048.0	1224828.909355
sub-0126	748.0	887.0	888.0	802.0	593.0	1566.0	738.0	823.0	390.0	194.0	1663.0	933.0	309.0	852.0	2799.0	4941.0	446.0	448.0	1788.0	1000.0	1118.0	1831.0	741.0	1441.0	1873.0	1825.0	2186.0	1292.0	1463.0	1825.0	647.0	430.0	329.0	1309.0	493.0	555.0	1877.0	2021.0	232.0	163.0	653.0	1651.0	1081.0	1892.0	1689.0	658.0	355.0	856.0	1277.0	800.0	326.0	1425.0	894.0	1857.0	191.0	1945.0	842.0	933.0	673.0	533.0	1154.0	266.0	441.0	869.0	1539.0	784.0	1680.0	955.0	764.0	696.0	695.0	1466.0	3811.0	266.0	82375.3	1126415.0	1323515.101947
sub-0127	754.0	991.0	982.0	932.0	505.0	1188.0	767.0	893.0	310.0	224.0	1220.0	721.0	214.0	811.0	2612.0	5177.0	320.0	439.0	1176.0	834.0	924.0	1911.0	647.0	1511.0	1649.0	1572.0	1652.0	1113.0	1673.0	1377.0	678.0	83.0	278.0	1020.0	529.0	379.0	1811.0	1591.0	200.0	178.0	616.0	1499.0	1025.0	1822.0	1756.0	697.0	301.0	785.0	975.0	448.0	340.0	1329.0	754.0	1690.0	401.0	1983.0	821.0	691.0	358.0	787.0	1137.0	270.0	426.0	763.0	1191.0	780.0	1623.0	959.0	1122.0	453.0	406.0	1139.0	3082.0	195.0	74470.5	1000164.0	991839.91259
sub-0128	869.0	1226.0	1005.0	955.0	505.0	1591.0	866.0	966.0	336.0	217.0	1385.0	758.0	277.0	628.0	3187.0	4589.0	448.0	500.0	1456.0	901.0	951.0	1842.0	978.0	1601.0	1691.0	1822.0	1504.0	1261.0	1543.0	1525.0	668.0	298.0	380.0	1322.0	437.0	690.0	1451.0	1831.0	188.0	280.0	805.0	1506.0	1160.0	1415.0	1927.0	669.0	380.0	971.0	1154.0	722.0	284.0	1370.0	1039.0	2136.0	241.0	1848.0	776.0	897.0	493.0	625.0	1238.0	213.0	480.0	924.0	1161.0	899.0	1726.0	1193.0	870.0	551.0	472.0	910.0	3801.0	340.0	80126.3	1053916.0	1228805.663373
sub-0129	924.0	1401.0	1061.0	1076.0	612.0	1930.0	802.0	831.0	402.0	173.0	1248.0	890.0	293.0	784.0	3016.0	5369.0	465.0	502.0	1085.0	854.0	1490.0	1942.0	870.0	1904.0	2148.0	2298.0	2298.0	1456.0	1607.0	1961.0	816.0	551.0	343.0	1430.0	573.0	840.0	1689.0	1995.0	220.0	246.0	904.0	1454.0	1213.0	1382.0	2064.0	862.0	389.0	969.0	1128.0	746.0	361.0	1542.0	819.0	2170.0	146.0	1912.0	622.0	944.0	510.0	676.0	1845.0	239.0	508.0	1132.0	1172.0	722.0	2112.0	1313.0	975.0	510.0	983.0	1153.0	4859.0	361.0	89092.7	1210188.0	1294279.684841
sub-0130	728.0	1205.0	1148.0	899.0	382.0	1308.0	762.0	803.0	324.0	171.0	1282.0	807.0	272.0	549.0	2586.0	4094.0	394.0	385.0	1398.0	792.0	1151.0	1992.0	745.0	1577.0	1502.0	1855.0	2107.0	1622.0	1538.0	1843.0	582.0	407.0	269.0	1236.0	407.0	572.0	1457.0	1525.0	179.0	198.0	731.0	1102.0	1026.0	1259.0	2109.0	807.0	391.0	795.0	1023.0	619.0	377.0	1196.0	886.0	2219.0	77.0	1897.0	566.0	849.0	360.0	560.0	1515.0	178.0	460.0	882.0	1182.0	606.0	1707.0	1156.0	804.0	544.0	615.0	995.0	3168.0	261.0	75974.2	995249.0	1140354.943908
sub-0131	861.0	1142.0	1306.0	1117.0	583.0	1502.0	793.0	994.0	393.0	203.0	1362.0	892.0	309.0	880.0	3293.0	5605.0	534.0	496.0	1708.0	931.0	1097.0	2364.0	1022.0	1846.0	1675.0	1947.0	1824.0	1636.0	1838.0	2082.0	719.0	535.0	311.0	1782.0	582.0	1243.0	1879.0	1817.0	239.0	225.0	859.0	1533.0	1352.0	2048.0	2596.0	853.0	402.0	1083.0	1182.0	805.0	404.0	1539.0	1084.0	2663.0	47.0	2154.0	974.0	938.0	432.0	674.0	1214.0	252.0	509.0	929.0	1266.0	956.0	2423.0	1221.0	1023.0	524.0	676.0	1272.0	3855.0	244.0	91550.2	1261640.0	1549175.205159
sub-0132	771.0	1135.0	996.0	805.0	437.0	1325.0	739.0	850.0	368.0	133.0	1052.0	1119.0	286.0	753.0	3239.0	4448.0	369.0	363.0	1477.0	1018.0	1094.0	1724.0	885.0	1407.0	1963.0	1631.0	2513.0	1290.0	1526.0	2179.0	581.0	112.0	258.0	1088.0	413.0	401.0	1840.0	1701.0	192.0	136.0	536.0	1056.0	1056.0	1136.0	1978.0	700.0	251.0	791.0	909.0	664.0	225.0	1336.0	954.0	2010.0	186.0	2691.0	444.0	918.0	517.0	710.0	1608.0	228.0	413.0	983.0	1236.0	619.0	1909.0	947.0	861.0	425.0	824.0	1045.0	3664.0	193.0	78639.2	999574.0	1050497.245751
sub-0133	931.0	1433.0	1008.0	1120.0	545.0	1732.0	893.0	893.0	390.0	235.0	1440.0	951.0	296.0	793.0	3310.0	5648.0	455.0	485.0	1788.0	970.0	1470.0	2047.0	812.0	1741.0	1867.0	2014.0	2018.0	1580.0	1752.0	2155.0	751.0	208.0	336.0	1425.0	631.0	705.0	2429.0	2111.0	182.0	199.0	734.0	1580.0	1414.0	1424.0	2162.0	707.0	419.0	872.0	1114.0	850.0	356.0	1574.0	942.0	2018.0	275.0	2091.0	922.0	917.0	685.0	795.0	1465.0	286.0	397.0	1153.0	1419.0	852.0	2168.0	1307.0	973.0	429.0	720.0	1674.0	4614.0	267.0	91325.2	1155186.0	1386889.12052
sub-0134	847.0	939.0	1098.0	875.0	555.0	1482.0	829.0	881.0	359.0	234.0	1392.0	848.0	272.0	665.0	2466.0	4414.0	405.0	429.0	1252.0	805.0	1141.0	2185.0	1003.0	1743.0	1510.0	1639.0	2033.0	1173.0	1472.0	2071.0	688.0	520.0	348.0	1376.0	518.0	568.0	1498.0	1666.0	167.0	134.0	734.0	1353.0	1118.0	1731.0	2019.0	846.0	347.0	860.0	1019.0	765.0	359.0	1308.0	869.0	1835.0	421.0	1814.0	610.0	614.0	509.0	599.0	1362.0	258.0	487.0	1004.0	1914.0	820.0	1534.0	1016.0	873.0	449.0	706.0	974.0	3921.0	297.0	79843.6	1114821.0	1128558.055114
sub-0135	848.0	1134.0	1142.0	1063.0	467.0	1721.0	956.0	956.0	536.0	265.0	1323.0	918.0	360.0	1062.0	3231.0	5314.0	445.0	455.0	1589.0	894.0	1449.0	1982.0	928.0	1625.0	2062.0	2046.0	1657.0	1758.0	1760.0	1786.0	721.0	429.0	227.0	1382.0	578.0	841.0	1804.0	1979.0	252.0	151.0	755.0	1290.0	1198.0	1261.0	2214.0	670.0	318.0	869.0	1083.0	652.0	410.0	1812.0	1111.0	2229.0	281.0	1784.0	534.0	1016.0	682.0	851.0	1339.0	358.0	442.0	934.0	1143.0	891.0	2196.0	909.0	819.0	525.0	811.0	1381.0	4624.0	197.0	87678.3	1173922.0	1560089.559788
sub-0136	773.0	839.0	896.0	1160.0	516.0	1499.0	948.0	899.0	438.0	181.0	1388.0	910.0	368.0	799.0	3155.0	4719.0	416.0	446.0	1675.0	859.0	1029.0	2031.0	806.0	1592.0	1648.0	1784.0	1748.0	1587.0	1618.0	1514.0	705.0	200.0	309.0	1314.0	468.0	751.0	1830.0	1881.0	217.0	192.0	789.0	1288.0	1227.0	1729.0	2235.0	665.0	344.0	864.0	1179.0	641.0	371.0	1506.0	970.0	2080.0	92.0	1832.0	594.0	947.0	507.0	702.0	1477.0	302.0	452.0	902.0	1634.0	947.0	1792.0	1072.0	882.0	451.0	717.0	1263.0	4297.0	269.0	83121.4	1150253.0	1416240.167867
sub-0137	961.0	1079.0	1095.0	984.0	567.0	1709.0	976.0	1005.0	420.0	201.0	1292.0	988.0	281.0	770.0	2990.0	4563.0	456.0	427.0	1417.0	796.0	1214.0	2052.0	736.0	1656.0	1531.0	2230.0	1854.0	1384.0	1559.0	1796.0	728.0	239.0	290.0	1262.0	498.0	806.0	1544.0	1961.0	200.0	216.0	792.0	1176.0	1133.0	1882.0	2095.0	821.0	387.0	893.0	1158.0	552.0	352.0	1455.0	1161.0	2371.0	312.0	2085.0	610.0	941.0	526.0	547.0	1472.0	307.0	483.0	900.0	1440.0	849.0	1774.0	988.0	1044.0	416.0	652.0	1116.0	4108.0	276.0	83809.7	1157269.0	1311678.877331
sub-0138	1025.0	1182.0	1015.0	889.0	594.0	1667.0	828.0	921.0	374.0	177.0	1341.0	934.0	357.0	776.0	3198.0	4976.0	376.0	394.0	1207.0	995.0	1481.0	1892.0	926.0	1887.0	1750.0	2168.0	2606.0	1419.0	1375.0	2016.0	699.0	479.0	324.0	1339.0	426.0	1005.0	1507.0	1761.0	205.0	280.0	838.0	1345.0	988.0	1693.0	1673.0	830.0	315.0	885.0	1140.0	753.0	349.0	1638.0	1052.0	2010.0	118.0	1948.0	640.0	868.0	368.0	590.0	1444.0	224.0	449.0	936.0	1407.0	828.0	1958.0	1022.0	913.0	383.0	631.0	882.0	4229.0	315.0	84433.2	1113304.0	1262080.962009
sub-0139	726.0	1243.0	977.0	932.0	538.0	1254.0	661.0	763.0	345.0	199.0	1371.0	972.0	266.0	760.0	2540.0	4131.0	408.0	381.0	1597.0	844.0	1142.0	2006.0	956.0	1627.0	1831.0	1465.0	1743.0	1442.0	1710.0	1811.0	644.0	326.0	268.0	1200.0	452.0	499.0	1501.0	1836.0	212.0	147.0	765.0	1349.0	936.0	1895.0	2236.0	632.0	333.0	843.0	1133.0	704.0	359.0	1529.0	805.0	1720.0	122.0	2104.0	783.0	933.0	588.0	711.0	1222.0	161.0	382.0	988.0	1370.0	586.0	1663.0	1521.0	895.0	546.0	678.0	909.0	3861.0	280.0	79265.4	1034354.0	1196970.534904
